eval,key,intelligibility,naturalness,cb1,cb2,cb3,cb4,start_time,end_time,path,listener_id,hubert,smile,speaker
test,M006C37,5.0,3.0,True,False,False,False,2024/05/30 15:36:22.738,2024/05/30 15:36:25,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M006C37_hubert_layer6.pt,data/smile/M006C37.pt,M006
test,M001B38,2.5,2.0,True,False,False,False,2024/05/30 15:36:31.389,2024/05/30 15:36:39,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M001B38_hubert_layer6.pt,data/smile/M001B38.pt,M001
test,M024C13,4.5,2.5,True,False,False,False,2024/05/30 15:36:45.598,2024/05/30 15:36:53,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M024C13_hubert_layer6.pt,data/smile/M024C13.pt,M024
test,M003C10,1.5,2.0,True,False,False,False,2024/05/30 15:37:04.543,2024/05/30 15:37:18,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M003C10_hubert_layer6.pt,data/smile/M003C10.pt,M003
test,M018C30,5.0,4.5,False,False,False,False,2024/05/30 15:37:23.137,2024/05/30 15:37:26,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M018C30_hubert_layer6.pt,data/smile/M018C30.pt,M018
test,F002C45,1.0,1.0,True,False,False,False,2024/05/30 15:37:32.043,2024/05/30 15:37:36,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F002C45_hubert_layer6.pt,data/smile/F002C45.pt,F002
test,F006B31,5.0,3.0,True,False,False,False,2024/05/30 15:37:43.883,2024/05/30 15:37:53,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F006B31_hubert_layer6.pt,data/smile/F006B31.pt,F006
test,M028C27,5.0,5.0,False,False,False,False,2024/05/30 15:37:58.638,2024/05/30 15:38:00,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M028C27_hubert_layer6.pt,data/smile/M028C27.pt,M028
test,M013C39,1.0,1.0,True,False,False,False,2024/05/30 15:38:10.841,2024/05/30 15:38:14,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M013C39_hubert_layer6.pt,data/smile/M013C39.pt,M013
test,M011B26,3.5,2.5,True,False,False,False,2024/05/30 15:38:19.451,2024/05/30 15:38:26,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M011B26_hubert_layer6.pt,data/smile/M011B26.pt,M011
test,F005C43,1.5,2.0,True,False,False,False,2024/05/30 15:38:33.450,2024/05/30 15:38:39,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F005C43_hubert_layer6.pt,data/smile/F005C43.pt,F005
test,F019C03,4.0,3.0,True,False,False,False,2024/05/30 15:38:44.340,2024/05/30 15:38:52,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F019C03_hubert_layer6.pt,data/smile/F019C03.pt,F019
test,M025C33,5.0,4.5,False,False,False,False,2024/05/30 15:38:59.389,2024/05/30 15:39:03,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M025C33_hubert_layer6.pt,data/smile/M025C33.pt,M025
test,F003C28,5.0,2.5,False,True,False,False,2024/05/30 15:39:15.230,2024/05/30 15:39:21,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F003C28_hubert_layer6.pt,data/smile/F003C28.pt,F003
test,M012B15,2.0,2.0,True,False,False,False,2024/05/30 15:39:26.110,2024/05/30 15:39:31,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M012B15_hubert_layer6.pt,data/smile/M012B15.pt,M012
test,M004C25,1.5,1.5,True,False,False,False,2024/05/30 15:39:41.076,2024/05/30 15:39:52,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M004C25_hubert_layer6.pt,data/smile/M004C25.pt,M004
test,M017B04,3.0,3.0,True,False,False,False,2024/05/30 15:40:01.710,2024/05/30 15:40:08,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M017B04_hubert_layer6.pt,data/smile/M017B04.pt,M017
test,F008C31,1.0,1.0,True,False,False,False,2024/05/30 15:40:17.569,2024/05/30 15:40:26,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F008C31_hubert_layer6.pt,data/smile/F008C31.pt,F008
test,M014C49,1.0,2.0,False,False,False,False,2024/05/30 15:40:35.220,2024/05/30 15:40:44,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M014C49_hubert_layer6.pt,data/smile/M014C49.pt,M014
test,M009B39,3.0,3.0,False,False,False,False,2024/05/30 15:40:49.204,2024/05/30 15:40:52,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M009B39_hubert_layer6.pt,data/smile/M009B39.pt,M009
test,F013C02,5.0,4.5,False,False,False,False,2024/05/30 15:41:01.845,2024/05/30 15:41:05,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F013C02_hubert_layer6.pt,data/smile/F013C02.pt,F013
test,M023B44,5.0,4.0,True,False,False,False,2024/05/30 15:41:12.555,2024/05/30 15:41:21,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M023B44_hubert_layer6.pt,data/smile/M023B44.pt,M023
test,BM047C11,5.0,4.5,False,False,False,False,2024/05/30 15:41:28.397,2024/05/30 15:41:36,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/BM047C11_hubert_layer6.pt,data/smile/BM047C11.pt,BM047
test,F020B25,1.5,2.0,True,False,False,False,2024/05/30 15:41:40.916,2024/05/30 15:41:52,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F020B25_hubert_layer6.pt,data/smile/F020B25.pt,F020
test,M025B08,3.0,3.0,True,False,False,False,2024/05/30 15:41:56.327,2024/05/30 15:42:05,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M025B08_hubert_layer6.pt,data/smile/M025B08.pt,M025
test,F004C48,3.5,3.0,True,False,False,False,2024/05/30 15:42:12.493,2024/05/30 15:42:17,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F004C48_hubert_layer6.pt,data/smile/F004C48.pt,F004
test,M003B24,2.0,2.5,True,False,False,False,2024/05/30 15:42:23.778,2024/05/30 15:42:31,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M003B24_hubert_layer6.pt,data/smile/M003B24.pt,M003
test,F001B16,4.0,3.0,True,False,False,False,2024/05/30 15:42:39.470,2024/05/30 15:42:49,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F001B16_hubert_layer6.pt,data/smile/F001B16.pt,F001
test,M024B17,3.0,2.5,True,False,False,False,2024/05/30 15:42:56.638,2024/05/30 15:43:01,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M024B17_hubert_layer6.pt,data/smile/M024B17.pt,M024
test,F018C24,5.0,5.0,False,False,False,False,2024/05/30 15:43:06.089,2024/05/30 15:43:08,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/F018C24_hubert_layer6.pt,data/smile/F018C24.pt,F018
test,BF069B35,5.0,5.0,False,False,False,False,2024/05/30 15:43:17.162,2024/05/30 15:43:19,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/BF069B35_hubert_layer6.pt,data/smile/BF069B35.pt,BF069
test,M012C08,2.0,1.5,True,False,False,False,2024/05/30 15:43:29.067,2024/05/30 15:43:38,deaf_csv/deaf_test_006.csv,202405301530,/home/akio/deaf_si_2025/data/hubert/M012C08_hubert_layer6.pt,data/smile/M012C08.pt,M012
trial,M012C28,3.5,3.0,True,False,False,False,2024/05/30 17:20:54,2024/05/30 17:21:18,deaf_csv/deaf_trial_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M012C28_hubert_layer6.pt,data/smile/M012C28.pt,M012
trial,M023B41,4.0,4.0,False,False,False,False,2024/05/30 17:21:28,2024/05/30 17:21:43,deaf_csv/deaf_trial_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M023B41_hubert_layer6.pt,data/smile/M023B41.pt,M023
trial,M014C21,1.5,3.0,False,False,True,False,2024/05/30 17:21:58,2024/05/30 17:22:18,deaf_csv/deaf_trial_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M014C21_hubert_layer6.pt,data/smile/M014C21.pt,M014
trial,F004C15,5.0,5.0,False,False,False,False,2024/05/30 17:22:26,2024/05/30 17:22:32,deaf_csv/deaf_trial_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F004C15_hubert_layer6.pt,data/smile/F004C15.pt,F004
test,M028C09,4.0,4.5,False,False,False,False,2024/05/30 17:22:46.912,2024/05/30 17:22:59,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M028C09_hubert_layer6.pt,data/smile/M028C09.pt,M028
test,F009B13,1.0,3.0,False,False,True,False,2024/05/30 17:23:07.859,2024/05/30 17:23:26,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F009B13_hubert_layer6.pt,data/smile/F009B13.pt,F009
test,BM046C46,5.0,5.0,False,False,False,False,2024/05/30 17:23:33.008,2024/05/30 17:23:44,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BM046C46_hubert_layer6.pt,data/smile/BM046C46.pt,BM046
test,M010B02,4.0,2.5,True,False,False,False,2024/05/30 17:23:52.482,2024/05/30 17:24:04,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M010B02_hubert_layer6.pt,data/smile/M010B02.pt,M010
test,M028B22,5.0,4.5,False,False,False,False,2024/05/30 17:24:09.682,2024/05/30 17:24:18,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M028B22_hubert_layer6.pt,data/smile/M028B22.pt,M028
test,M004B40,2.0,1.5,True,False,False,False,2024/05/30 17:24:29.632,2024/05/30 17:24:45,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M004B40_hubert_layer6.pt,data/smile/M004B40.pt,M004
test,M001B11,2.0,2.0,False,False,False,True,2024/05/30 17:24:55.920,2024/05/30 17:25:12,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M001B11_hubert_layer6.pt,data/smile/M001B11.pt,M001
test,M012B44,1.5,4.0,False,False,False,False,2024/05/30 17:25:20.789,2024/05/30 17:25:30,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M012B44_hubert_layer6.pt,data/smile/M012B44.pt,M012
test,M024C30,3.0,3.5,True,False,False,False,2024/05/30 17:25:35.848,2024/05/30 17:25:47,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M024C30_hubert_layer6.pt,data/smile/M024C30.pt,M024
test,M017C11,3.0,2.5,True,False,True,False,2024/05/30 17:25:55.670,2024/05/30 17:26:06,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M017C11_hubert_layer6.pt,data/smile/M017C11.pt,M017
test,F010C04,2.5,4.5,False,False,False,False,2024/05/30 17:26:14.423,2024/05/30 17:26:24,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F010C04_hubert_layer6.pt,data/smile/F010C04.pt,F010
test,F015C08,4.5,2.0,True,True,False,False,2024/05/30 17:26:37.567,2024/05/30 17:26:51,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F015C08_hubert_layer6.pt,data/smile/F015C08.pt,F015
test,M007B08,5.0,3.5,True,False,False,False,2024/05/30 17:26:56.689,2024/05/30 17:27:09,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M007B08_hubert_layer6.pt,data/smile/M007B08.pt,M007
test,M017B25,5.0,3.0,True,False,False,False,2024/05/30 17:27:17.461,2024/05/30 17:27:27,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M017B25_hubert_layer6.pt,data/smile/M017B25.pt,M017
test,BM082B03,5.0,5.0,False,False,False,False,2024/05/30 17:27:34.095,2024/05/30 17:27:37,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BM082B03_hubert_layer6.pt,data/smile/BM082B03.pt,BM082
test,F020B38,1.0,2.0,True,False,False,False,2024/05/30 17:27:41.455,2024/05/30 17:27:56,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F020B38_hubert_layer6.pt,data/smile/F020B38.pt,F020
test,F020C39,2.5,2.0,True,False,False,False,2024/05/30 17:28:08.296,2024/05/30 17:28:15,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F020C39_hubert_layer6.pt,data/smile/F020C39.pt,F020
test,M003B27,3.0,2.5,True,False,True,False,2024/05/30 17:28:25.955,2024/05/30 17:28:35,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M003B27_hubert_layer6.pt,data/smile/M003B27.pt,M003
test,M013B01,1.0,1.5,True,False,False,True,2024/05/30 17:28:46.083,2024/05/30 17:28:58,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M013B01_hubert_layer6.pt,data/smile/M013B01.pt,M013
test,M006C26,4.5,2.0,True,False,False,False,2024/05/30 17:29:04.425,2024/05/30 17:29:15,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M006C26_hubert_layer6.pt,data/smile/M006C26.pt,M006
test,F008C49,1.0,1.0,True,False,True,True,2024/05/30 17:29:30.407,2024/05/30 17:29:37,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F008C49_hubert_layer6.pt,data/smile/F008C49.pt,F008
test,M009B30,4.0,3.5,True,False,False,False,2024/05/30 17:29:46.939,2024/05/30 17:29:54,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M009B30_hubert_layer6.pt,data/smile/M009B30.pt,M009
test,M023C42,4.0,4.0,True,False,False,False,2024/05/30 17:30:05.184,2024/05/30 17:30:16,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M023C42_hubert_layer6.pt,data/smile/M023C42.pt,M023
test,F004B43,5.0,5.0,False,False,False,False,2024/05/30 17:30:25.802,2024/05/30 17:30:29,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F004B43_hubert_layer6.pt,data/smile/F004B43.pt,F004
test,F006B04,4.0,2.0,False,False,True,False,2024/05/30 17:30:37.290,2024/05/30 17:30:41,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F006B04_hubert_layer6.pt,data/smile/F006B04.pt,F006
test,BM047C29,5.0,4.5,False,False,False,False,2024/05/30 17:30:50.741,2024/05/30 17:30:54,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BM047C29_hubert_layer6.pt,data/smile/BM047C29.pt,BM047
test,M006B21,5.0,5.0,False,False,False,False,2024/05/30 17:31:00.298,2024/05/30 17:31:04,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M006B21_hubert_layer6.pt,data/smile/M006B21.pt,M006
test,F009C36,2.0,2.0,True,False,True,True,2024/05/30 17:31:12.874,2024/05/30 17:31:23,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F009C36_hubert_layer6.pt,data/smile/F009C36.pt,F009
test,M018B31,3.0,4.0,False,False,False,False,2024/05/30 17:31:29.729,2024/05/30 17:31:34,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M018B31_hubert_layer6.pt,data/smile/M018B31.pt,M018
test,M001C22,1.5,2.0,False,False,True,True,2024/05/30 17:31:42.444,2024/05/30 17:31:50,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M001C22_hubert_layer6.pt,data/smile/M001C22.pt,M001
test,M015C05,4.5,3.5,False,False,False,True,2024/05/30 17:31:54.931,2024/05/30 17:32:04,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M015C05_hubert_layer6.pt,data/smile/M015C05.pt,M015
test,F005C41,1.5,4.0,False,False,False,False,2024/05/30 17:32:14.180,2024/05/30 17:32:18,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F005C41_hubert_layer6.pt,data/smile/F005C41.pt,F005
test,F001B39,1.5,3.0,False,False,True,False,2024/05/30 17:32:25.561,2024/05/30 17:32:32,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F001B39_hubert_layer6.pt,data/smile/F001B39.pt,F001
test,M018C47,5.0,5.0,False,False,False,False,2024/05/30 17:32:38.801,2024/05/30 17:32:41,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M018C47_hubert_layer6.pt,data/smile/M018C47.pt,M018
test,F014C16,5.0,4.0,False,False,False,True,2024/05/30 17:32:48.294,2024/05/30 17:32:52,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F014C16_hubert_layer6.pt,data/smile/F014C16.pt,F014
test,F006C40,5.0,4.0,False,False,False,True,2024/05/30 17:32:58.416,2024/05/30 17:33:03,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F006C40_hubert_layer6.pt,data/smile/F006C40.pt,F006
test,F018C14,5.0,5.0,False,False,False,False,2024/05/30 17:33:12.305,2024/05/30 17:33:14,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F018C14_hubert_layer6.pt,data/smile/F018C14.pt,F018
test,M005B45,3.0,2.0,False,False,True,False,2024/05/30 17:33:23.431,2024/05/30 17:33:27,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M005B45_hubert_layer6.pt,data/smile/M005B45.pt,M005
test,F002B17,2.0,3.0,False,False,True,False,2024/05/30 17:33:36.881,2024/05/30 17:33:43,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F002B17_hubert_layer6.pt,data/smile/F002B17.pt,F002
test,BF070B32,5.0,5.0,False,False,False,False,2024/05/30 17:33:49.256,2024/05/30 17:33:51,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BF070B32_hubert_layer6.pt,data/smile/BF070B32.pt,BF070
test,M005C32,4.0,3.0,True,False,False,False,2024/05/30 17:33:56.957,2024/05/30 17:34:08,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M005C32_hubert_layer6.pt,data/smile/M005C32.pt,M005
test,M013C34,1.5,1.5,True,False,False,False,2024/05/30 17:34:14.069,2024/05/30 17:34:19,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M013C34_hubert_layer6.pt,data/smile/M013C34.pt,M013
test,F019C35,2.0,1.5,True,False,False,False,2024/05/30 17:34:23.647,2024/05/30 17:34:36,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F019C35_hubert_layer6.pt,data/smile/F019C35.pt,F019
test,BF069B34,5.0,5.0,False,False,False,False,2024/05/30 17:34:44.663,2024/05/30 17:34:48,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BF069B34_hubert_layer6.pt,data/smile/BF069B34.pt,BF069
test,M002B23,3.0,2.5,False,False,True,False,2024/05/30 17:34:57.613,2024/05/30 17:35:14,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M002B23_hubert_layer6.pt,data/smile/M002B23.pt,M002
test,F019B12,1.5,4.0,False,False,False,False,2024/05/30 17:35:20.459,2024/05/30 17:35:24,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F019B12_hubert_layer6.pt,data/smile/F019B12.pt,F019
test,M009C24,4.5,4.0,False,False,False,False,2024/05/30 17:35:50.436,2024/05/30 17:36:01,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M009C24_hubert_layer6.pt,data/smile/M009C24.pt,M009
test,F005B06,1.0,2.5,True,False,False,False,2024/05/30 17:36:11.292,2024/05/30 17:36:22,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F005B06_hubert_layer6.pt,data/smile/F005B06.pt,F005
test,F002C23,1.0,2.0,True,False,True,False,2024/05/30 17:36:28.758,2024/05/30 17:36:42,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F002C23_hubert_layer6.pt,data/smile/F002C23.pt,F002
test,M011C06,1.5,3.5,True,False,False,False,2024/05/30 17:36:48.776,2024/05/30 17:36:53,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M011C06_hubert_layer6.pt,data/smile/M011C06.pt,M011
test,F013C27,5.0,4.0,False,False,False,False,2024/05/30 17:37:00.105,2024/05/30 17:37:05,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F013C27_hubert_layer6.pt,data/smile/F013C27.pt,F013
test,M024B48,3.0,2.5,True,False,False,False,2024/05/30 17:37:10.195,2024/05/30 17:37:25,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M024B48_hubert_layer6.pt,data/smile/M024B48.pt,M024
test,BM083B42,5.0,5.0,False,False,False,False,2024/05/30 17:37:34.144,2024/05/30 17:37:38,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BM083B42_hubert_layer6.pt,data/smile/BM083B42.pt,BM083
test,BF027C10,4.0,5.0,False,False,False,False,2024/05/30 17:37:46.550,2024/05/30 17:37:52,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BF027C10_hubert_layer6.pt,data/smile/BF027C10.pt,BF027
test,F007B09,4.0,4.0,False,False,False,False,2024/05/30 17:37:59.257,2024/05/30 17:38:12,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F007B09_hubert_layer6.pt,data/smile/F007B09.pt,F007
test,F018B33,4.5,4.0,False,False,False,False,2024/05/30 17:38:20.969,2024/05/30 17:38:25,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F018B33_hubert_layer6.pt,data/smile/F018B33.pt,F018
test,F010B26,5.0,4.0,True,False,False,False,2024/05/30 17:38:52.931,2024/05/30 17:38:58,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F010B26_hubert_layer6.pt,data/smile/F010B26.pt,F010
test,F003B20,2.5,2.0,True,True,False,False,2024/05/30 17:39:06.840,2024/05/30 17:39:18,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F003B20_hubert_layer6.pt,data/smile/F003B20.pt,F003
test,M003C17,4.0,3.0,True,False,False,False,2024/05/30 17:39:25.016,2024/05/30 17:39:39,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M003C17_hubert_layer6.pt,data/smile/M003C17.pt,M003
test,M011B19,3.5,2.5,True,False,False,False,2024/05/30 17:39:45.865,2024/05/30 17:39:51,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M011B19_hubert_layer6.pt,data/smile/M011B19.pt,M011
test,F003C13,3.5,2.0,True,True,False,False,2024/05/30 17:40:01.865,2024/05/30 17:40:09,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F003C13_hubert_layer6.pt,data/smile/F003C13.pt,F003
test,F001C48,4.0,2.5,True,False,False,False,2024/05/30 17:40:19.606,2024/05/30 17:40:26,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F001C48_hubert_layer6.pt,data/smile/F001C48.pt,F001
test,F007C45,2.5,2.5,False,False,True,True,2024/05/30 17:40:31.425,2024/05/30 17:40:40,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F007C45_hubert_layer6.pt,data/smile/F007C45.pt,F007
test,M004C18,1.5,2.0,True,False,False,False,2024/05/30 17:40:48.790,2024/05/30 17:40:59,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M004C18_hubert_layer6.pt,data/smile/M004C18.pt,M004
test,F016C38,1.5,2.5,False,False,True,False,2024/05/30 17:41:09.606,2024/05/30 17:41:16,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F016C38_hubert_layer6.pt,data/smile/F016C38.pt,F016
test,M025B18,5.0,4.0,True,False,False,False,2024/05/30 17:41:21.878,2024/05/30 17:41:25,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M025B18_hubert_layer6.pt,data/smile/M025B18.pt,M025
test,F008B35,1.0,1.0,False,False,False,False,2024/05/30 17:41:38.345,2024/05/30 17:41:42,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F008B35_hubert_layer6.pt,data/smile/F008B35.pt,F008
test,F014B47,5.0,4.0,False,False,False,False,2024/05/30 17:41:50.923,2024/05/30 17:41:54,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F014B47_hubert_layer6.pt,data/smile/F014B47.pt,F014
test,F015B49,2.0,2.5,False,True,True,False,2024/05/30 17:42:08.299,2024/05/30 17:42:15,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F015B49_hubert_layer6.pt,data/smile/F015B49.pt,F015
test,F016B46,4.0,4.0,False,False,False,False,2024/05/30 17:42:18.429,2024/05/30 17:42:23,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/F016B46_hubert_layer6.pt,data/smile/F016B46.pt,F016
test,BF026C50,5.0,5.0,False,False,False,False,2024/05/30 17:42:31.399,2024/05/30 17:42:35,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/BF026C50_hubert_layer6.pt,data/smile/BF026C50.pt,BF026
test,M002C33,3.5,2.5,True,False,False,False,2024/05/30 17:42:43.389,2024/05/30 17:42:48,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M002C33_hubert_layer6.pt,data/smile/M002C33.pt,M002
test,M007C19,4.5,4.0,False,False,False,False,2024/05/30 17:42:57.425,2024/05/30 17:43:02,deaf_csv/deaf_test_007.csv,202405301730,/home/akio/deaf_si_2025/data/hubert/M007C19_hubert_layer6.pt,data/smile/M007C19.pt,M007
